RUsi7,global,128,1,0.034272
RUsi7,global,128,1,0.042976
RUsi7,global,128,1,0.03712
RUsi7,global,128,1,0.034624
RUsi7,global,128,1,0.034816
RUsi7,global,128,1,0.040544
RUsi7,global,128,1,0.036384
RUsi7,global,128,1,0.034112
RUsi7,global,128,2,0.037824
RUsi7,global,128,2,0.034976
RUsi7,global,128,2,0.03792
RUsi7,global,128,2,0.034784
RUsi7,global,128,2,0.035712
RUsi7,global,128,2,0.033312
RUsi7,global,128,2,0.034848
RUsi7,global,128,2,0.037024
RUsi7,global,128,4,0.034912
RUsi7,global,128,4,0.035808
RUsi7,global,128,4,0.037728
RUsi7,global,128,4,0.037792
RUsi7,global,128,4,0.035104
RUsi7,global,128,4,0.03776
RUsi7,global,128,4,0.037664
RUsi7,global,128,4,0.033696
RUsi7,global,128,8,0.04176
RUsi7,global,128,8,0.037376
RUsi7,global,128,8,0.037696
RUsi7,global,128,8,0.037632
RUsi7,global,128,8,0.03408
RUsi7,global,128,8,0.037216
RUsi7,global,128,8,0.036544
RUsi7,global,128,8,0.0344
RUsi7,global,128,16,0.037536
RUsi7,global,128,16,0.036288
RUsi7,global,128,16,0.042368
RUsi7,global,128,16,0.04144
RUsi7,global,128,16,0.035744
RUsi7,global,128,16,0.03664
RUsi7,global,128,16,0.034816
RUsi7,global,128,16,0.038304
RUsi7,global,128,32,0.039072
RUsi7,global,128,32,0.04304
RUsi7,global,128,32,0.03776
RUsi7,global,128,32,0.034752
RUsi7,global,128,32,0.036416
RUsi7,global,128,32,0.036864
RUsi7,global,128,32,0.036032
RUsi7,global,128,32,0.03712
RUsi7,global,128,64,0.037824
RUsi7,global,128,64,0.03824
RUsi7,global,128,64,0.042112
RUsi7,global,128,64,0.04112
RUsi7,global,128,64,0.03776
RUsi7,global,128,64,0.040736
RUsi7,global,128,64,0.04688
RUsi7,global,128,64,0.04048
RUsi7,shared,128,1,0.045216
RUsi7,shared,128,1,0.035072
RUsi7,shared,128,1,0.038528
RUsi7,shared,128,1,0.035456
RUsi7,shared,128,1,0.033504
RUsi7,shared,128,1,0.038208
RUsi7,shared,128,1,0.042464
RUsi7,shared,128,1,0.038432
RUsi7,shared,128,2,0.042048
RUsi7,shared,128,2,0.03552
RUsi7,shared,128,2,0.037216
RUsi7,shared,128,2,0.041344
RUsi7,shared,128,2,0.035008
RUsi7,shared,128,2,0.03744
RUsi7,shared,128,2,0.0392
RUsi7,shared,128,2,0.035008
RUsi7,shared,128,4,0.035552
RUsi7,shared,128,4,0.037856
RUsi7,shared,128,4,0.036928
